balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,class
-0.4323865393337036,-1.6363636363636374,-0.24859627979110027,-0.06576328677984875,0.013656246665955416,0.0,-0.399999280000576,-0.27777666666666667,-0.111112,0.0,0.0,-0.3125,-0.40816326530612246,-0.4316614925988596,-0.28286637950411325,0.0,0.0,2
1.2091269954873571,-0.8181818181818187,-0.3377243383129198,-0.06576328677984875,-0.18990718019844235,2.5,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.125001125001125,1.0,-0.4375,0.8163265306122449,2.138325058819142,1.0623758675907116,1.5555555555555554,0.0,4
0.8418809108356614,0.0,0.38461466595663174,1.2722946195247735,-0.18990718019844235,0.0,0.599999520000384,2.2222233333333334,-0.22222266666666668,0.0,0.0,0.3125,0.9183673469387755,-0.1548066603870298,0.4205578613589108,0.0,0.0,3
0.4117275979921042,-2.5,1.0627259732615824,2.4342367132201512,-0.18990718019844235,0.18475070311117667,-0.5,0.0,-0.22222266666666668,0.374998874998875,0.25,-0.375,0.9183673469387755,-0.5646012510160844,0.7623665298149207,0.0,0.0,2
-0.02905801592734138,0.0,-0.322776236254753,-0.03807348181991243,-0.18990718019844235,0.0,-0.5,0.0,-0.22222266666666668,0.0,0.0,-0.375,-0.3673469387755102,-0.11773936667981849,-0.131039155798084,0.0,0.0,1
0.48605661346000484,0.0,0.9079010061941196,-0.06576328677984875,2.310092819801558,0.0,0.200000239999808,-0.27777666666666667,0.5555546666666666,0.0,0.0,0.0625,-0.24489795918367346,0.3577050900520209,2.262366529814921,0.0,0.0,3
-0.1279431822188341,0.0,2.19945906555677,2.4342367132201512,1.2789501760375548,0.0,0.599999520000384,2.2222233333333334,1.1111106666666666,0.0,0.0,2.125,2.142857142857143,2.1878913321847184,-0.19842214781046558,2.5,0.0,0
0.49323415306722457,0.0,0.06979829404785258,-0.06576328677984875,0.7408513816280806,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.3125,-0.14285714285714285,-0.11725825950043223,0.28319592281896305,0.0,0.0,1
0.07333628027302365,0.0,0.4671281893177125,1.0790197809044182,0.23685052811266405,0.0,-0.200000239999808,0.0,0.11111066666666665,0.0,0.0,-0.125,0.8163265306122449,-0.11118875526765888,-0.03416962764223246,0.0,0.0,1
-0.3745854917855219,-2.5,0.8596186365462408,2.15219009051105,-0.18990718019844235,0.0,-0.399999280000576,0.27778,-0.22222266666666668,0.0,0.0,-0.25,1.6326530612244898,0.20270658798040544,-0.33940786586410104,0.0,0.0,2
